id,supplier,item,description,cost,status,date,dataset_source,product_id,product_name,vendor_name,confidence,method
REQ83989,Cisco Systems,F1rep0wer 2K ser1es + CROWDSTRIK FLACON + Microsft 365 E5 ™,"As part of our strategic initiative for FY2025, Cisco Systems has been engaged to address recent audit findings. This order is intended to strengthen defences in the Americas region and includes provisions for both appliance de seguridad and W1z Cl0ud. Historical systems such as Legacy Firewall will be phased out in favour of newer solutions. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. Technical integration will be performed in Q2, with expected go-live by 2024-12-16.",323280.96,CANCELLED,2024-10-09,hard,4,Wiz Cloud,Wiz,100,exact
REQ84928,WWT,CS_Falcon + Microsoft E5 ™,"Historical systems such as Palo Alto Networks FW-5000 will be phased out in favour of newer solutions. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. This order is intended to strengthen defences in the APAC region and includes provisions for both CrowdStrike_Falcon and tanium endpoint. Technical integration will be performed in Q3, with expected go-live by 2024-07-16. As part of our strategic initiative for FY2025, WWT has been engaged to address recent audit findings.",327659.54,CANCELLED,2025-09-01,hard,,,,0,no_match
REQ83133,CrowdStrike Inc,WizDefnd + cisco fp2k,"Technical integration will be performed in Q1, with expected go-live by 2025-10-30. This order is intended to strengthen defences in the APAC region and includes provisions for both Wiz Defend ™ and zscaler ia. Historical systems such as Legacy Firewall will be phased out in favour of newer solutions. As part of our strategic initiative for FY2024, Cisco Systems has been engaged to address recent audit findings. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls.",340797.78,CANCELLED,2024-05-31,hard,5,Wiz Defend,Wiz,100,exact
REQ38074,Cisco Systems,Tanium ™ + Z$caler IA ™ + Cisco Firepower 2000 Series ™,"Technical integration will be performed in Q3, with expected go-live by 2025-03-13. This order is intended to strengthen defences in the EMEA region and includes provisions for both endpoint management platform and CS FALCON. As part of our strategic initiative for FY2024, Cisco Systems has been engaged to address recent audit findings. Historical systems such as Old Endpoint Protection will be phased out in favour of newer solutions. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls.",174157.51,ORDERED,2024-01-29,hard,3,Cisco Firepower 2000 Series,Cisco,100,exact
REQ68841,Cisco Systems,C r o w d S t r i k e   E D R + Zscaler_IA,"As part of our strategic initiative for FY2023, Cisco Systems has been engaged to address recent audit findings. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. Historical systems such as WizShield will be phased out in favour of newer solutions. Technical integration will be performed in Q1, with expected go-live by 2024-11-20. This order is intended to strengthen defences in the EMEA region and includes provisions for both Cr0wdStr1ke EDR and T@n1um.",120831.46,PENDING,2024-09-25,hard,,,,0,no_match
REQ45755,WWT,Zscaler Internet Access ™ + Cisco_FP2K,"Historical systems such as Palo Alto Networks FW-5000 will be phased out in favour of newer solutions. Technical integration will be performed in Q3, with expected go-live by 2025-02-21. This order is intended to strengthen defences in the APAC region and includes provisions for both cloud firewall subscription and WIZ DEFEND. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. As part of our strategic initiative for FY2024, WWT has been engaged to address recent audit findings.",227413.01,PENDING,2025-06-14,hard,5 | 7,Wiz Defend | Zscaler Internet Access,Wiz | Zscaler,100,exact
REQ28191,Wiz Inc,Microsoft E5 ™ + Wiz_Cl0ud,"Technical integration will be performed in Q1, with expected go-live by 2025-03-22. Historical systems such as Legacy Firewall will be phased out in favour of newer solutions. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. As part of our strategic initiative for FY2024, Wiz Inc has been engaged to address recent audit findings. This order is intended to strengthen defences in the APAC region and includes provisions for both M S   3 6 5   E 5 and T@n1um Endp01nt.",380626.37,ORDERED,2025-07-07,hard,4,Wiz Cloud,Wiz,88,fuzzy
REQ10205,Microsoft Corp,WizDefnd ™ + C r o w d S t r i k e   E D R + TANIUMMGMT,"Technical integration will be performed in Q2, with expected go-live by 2025-12-16. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. Historical systems such as WizShield will be phased out in favour of newer solutions. This order is intended to strengthen defences in the EMEA region and includes provisions for both W1zDefnd and W i z C l d. As part of our strategic initiative for FY2023, Microsoft Corp has been engaged to address recent audit findings.",309330.74,PENDING,2025-05-03,hard,5,Wiz Defend,Wiz,88,fuzzy
REQ54374,CrowdStrike Inc,CrowdStrike_Falcon + Wiz Cloud ™,"This order is intended to strengthen defences in the APAC region and includes provisions for both CrowdStrike_EDR and WizDefnd ™. Technical integration will be performed in Q1, with expected go-live by 2025-03-10. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. Historical systems such as Legacy Firewall will be phased out in favour of newer solutions. As part of our strategic initiative for FY2025, CrowdStrike Inc has been engaged to address recent audit findings.",407686.89,PENDING,2025-08-09,hard,4,Wiz Cloud,Wiz,100,exact
REQ67272,WWT,T a n i u m   E n d p o i n t + W1z Defnd + WizCld,"Technical integration will be performed in Q4, with expected go-live by 2023-03-17. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. This order is intended to strengthen defences in the EMEA region and includes provisions for both T a n i u m and Firepower_2K_series. Historical systems such as Legacy Firewall will be phased out in favour of newer solutions. As part of our strategic initiative for FY2025, WWT has been engaged to address recent audit findings.",445295.83,ORDERED,2025-03-02,hard,5,Wiz Defend,Wiz,90,fuzzy
REQ15551,Cisco Systems,Cisco_Firepower_2000_Series + Wiz_Cl0ud + o365 e5,"As part of our strategic initiative for FY2024, Cisco Systems has been engaged to address recent audit findings. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. Historical systems such as Palo Alto Networks FW-5000 will be phased out in favour of newer solutions. This order is intended to strengthen defences in the Americas region and includes provisions for both CISCO FP2K and ZSCALER INTERNET ACCESS. Technical integration will be performed in Q3, with expected go-live by 2023-06-19.",364773.13,CANCELLED,2025-06-09,hard,7,Zscaler Internet Access,Zscaler,100,exact
REQ58623,Microsoft Corp,Cisco FP-2100 ™ + O365_E5,"This order is intended to strengthen defences in the Americas region and includes provisions for both appliance de seguridad and C r o w d S t r i k e   E D R. Technical integration will be performed in Q2, with expected go-live by 2023-03-05. Historical systems such as Palo Alto Networks FW-5000 will be phased out in favour of newer solutions. As part of our strategic initiative for FY2024, Microsoft Corp has been engaged to address recent audit findings. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls.",189146.62,DRAFT,2023-10-09,hard,,,,0,no_match
REQ18511,Zscaler Inc,WIZ DEFEND + Firepower 2K series ™ + W1zCld + MS 365 E5,"Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. This order is intended to strengthen defences in the APAC region and includes provisions for both wiz defnd and Z $ c a l e r   I A. Historical systems such as WizShield will be phased out in favour of newer solutions. As part of our strategic initiative for FY2023, Zscaler Inc has been engaged to address recent audit findings. Technical integration will be performed in Q1, with expected go-live by 2023-02-23.",277248.59,CANCELLED,2024-09-06,hard,5,Wiz Defend,Wiz,100,exact
REQ94192,Zscaler Inc,ZSCALER INTERNET ACCESS + W i z   C l o u d + wizdefnd,"Historical systems such as Old Endpoint Protection will be phased out in favour of newer solutions. As part of our strategic initiative for FY2023, Cisco Systems has been engaged to address recent audit findings. This order is intended to strengthen defences in the APAC region and includes provisions for both cloud firewall subscription and CS FALCON. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. Technical integration will be performed in Q2, with expected go-live by 2023-10-12.",41711.68,ORDERED,2025-11-25,hard,7,Zscaler Internet Access,Zscaler,100,exact
REQ26406,Tanium Inc,Firepower 2K series ™ + Crowdstrik_Flacon,"Technical integration will be performed in Q4, with expected go-live by 2025-10-26. This order is intended to strengthen defences in the Americas region and includes provisions for both appliance de seguridad and Microsft_365_E5. As part of our strategic initiative for FY2023, Cisco Systems has been engaged to address recent audit findings. Historical systems such as Old Endpoint Protection will be phased out in favour of newer solutions. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls.",314386.07,DRAFT,2025-10-26,hard,,,,0,no_match
REQ99783,Cisco Systems,TANIUM ENDPOINT + W i z   D e f n d,"As part of our strategic initiative for FY2023, Cisco Systems has been engaged to address recent audit findings. This order is intended to strengthen defences in the Americas region and includes provisions for both TANIUMMGMT and O365 E5 ™. Technical integration will be performed in Q3, with expected go-live by 2023-03-26. Historical systems such as Old Endpoint Protection will be phased out in favour of newer solutions. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls.",206015.8,ORDERED,2023-05-30,hard,,,,0,no_match
REQ60351,Tanium Inc,TANIUM ENDPOINT + W i z   C l 0 u d + CS F@lc0n,"This order is intended to strengthen defences in the APAC region and includes provisions for both plataforma de gestión de puntos finales and Firepower 2K series ™. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. As part of our strategic initiative for FY2024, Microsoft Corp has been engaged to address recent audit findings. Technical integration will be performed in Q4, with expected go-live by 2024-02-22. Historical systems such as Palo Alto Networks FW-5000 will be phased out in favour of newer solutions.",432761.11,ORDERED,2024-05-23,hard,,,,0,no_match
REQ66482,Cisco Systems,Zsc@ler Internet Access + Wiz_Defnd + W i z   C l o u d + TaniumMgmt ™,"This order is intended to strengthen defences in the Americas region and includes provisions for both zscaler ia and W i z   D e f e n d. As part of our strategic initiative for FY2023, Cisco Systems has been engaged to address recent audit findings. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. Historical systems such as WizShield will be phased out in favour of newer solutions. Technical integration will be performed in Q2, with expected go-live by 2025-10-17.",71297.8,CANCELLED,2025-01-19,hard,7,Zscaler Internet Access,Zscaler,100,exact
REQ15938,CC,Zsc@ler Internet Access + wiz defend + Tanium_Endpoint,"Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. Technical integration will be performed in Q2, with expected go-live by 2025-01-12. As part of our strategic initiative for FY2023, CC has been engaged to address recent audit findings. This order is intended to strengthen defences in the EMEA region and includes provisions for both ZSCALER IA and WIZDEFND. Historical systems such as Palo Alto Networks FW-5000 will be phased out in favour of newer solutions.",24262.41,CANCELLED,2025-08-28,hard,5 | 7,Wiz Defend | Zscaler Internet Access,Wiz | Zscaler,100,exact
REQ86507,WWT,wiz defnd + TANIUMMGMT + zscaler ia,"This order is intended to strengthen defences in the Americas region and includes provisions for both 云防御 and WIZCLD. As part of our strategic initiative for FY2024, WWT has been engaged to address recent audit findings. Technical integration will be performed in Q3, with expected go-live by 2023-11-29. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. Historical systems such as Old Endpoint Protection will be phased out in favour of newer solutions.",157300.53,DRAFT,2025-08-29,hard,5 | 53 | 105,Wiz Defend | Wiz Edge | Wiz Code,Wiz,94,fuzzy
REQ72701,Wiz Inc,Cisco FP2K ™ + wiz defend + CrowdStrike EDR ™,"As part of our strategic initiative for FY2023, Wiz Inc has been engaged to address recent audit findings. Technical integration will be performed in Q4, with expected go-live by 2023-10-30. Historical systems such as Palo Alto Networks FW-5000 will be phased out in favour of newer solutions. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. This order is intended to strengthen defences in the Americas region and includes provisions for both C1sc0 F1rep0wer 2000 Ser1es and zscaler internet access.",265111.19,CANCELLED,2023-12-21,hard,3 | 5 | 7,Cisco Firepower 2000 Series | Wiz Defend | Zscaler Internet Access,Cisco | Wiz | Zscaler,100,exact
REQ61712,Zscaler Inc,wiz cl0ud + zscaler ia,"Technical integration will be performed in Q4, with expected go-live by 2024-01-29. This order is intended to strengthen defences in the APAC region and includes provisions for both W1zCld and CS_Falcon. As part of our strategic initiative for FY2025, Zscaler Inc has been engaged to address recent audit findings. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. Historical systems such as WizShield will be phased out in favour of newer solutions.",410096.84,PENDING,2024-08-17,hard,4,Wiz Cloud,Wiz,100,exact
REQ53292,CC,M 1 c r 0 s 0 f t 3 6 5 E5 + T a n i u m,"Technical integration will be performed in Q3, with expected go-live by 2025-09-08. As part of our strategic initiative for FY2025, Tanium Inc has been engaged to address recent audit findings. Historical systems such as Palo Alto Networks FW-5000 will be phased out in favour of newer solutions. This order is intended to strengthen defences in the APAC region and includes provisions for both M_i_c_r_o_s_o_f_t_3_6_5_E5 and F1rep0wer 2K ser1es. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls.",360092.24,DRAFT,2023-10-09,hard,,,,0,no_match
REQ47941,Cisco Systems,M1cr0s0ft E5 + T@n1um Endp01nt,"Historical systems such as Palo Alto Networks FW-5000 will be phased out in favour of newer solutions. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. This order is intended to strengthen defences in the Americas region and includes provisions for both M i c r o s o f t   E 5 and WIZ CL0UD. Technical integration will be performed in Q2, with expected go-live by 2024-08-11. As part of our strategic initiative for FY2024, Cisco Systems has been engaged to address recent audit findings.",438987.87,DRAFT,2024-09-03,hard,4,Wiz Cloud,Wiz,100,exact
REQ77538,CrowdStrike Inc,W1z Defnd + Zscaler Internet Access ™ + Firepower_2K_series,"As part of our strategic initiative for FY2025, CrowdStrike Inc has been engaged to address recent audit findings. Technical integration will be performed in Q4, with expected go-live by 2023-10-02. Historical systems such as Palo Alto Networks FW-5000 will be phased out in favour of newer solutions. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. This order is intended to strengthen defences in the APAC region and includes provisions for both W i z   D e f e n d and T@n1um Endp01nt.",167323.7,ORDERED,2023-07-15,hard,7,Zscaler Internet Access,Zscaler,100,exact
REQ50760,Cisco Systems,CS Falcon ™ + W i z   C l o u d,"Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. This order is intended to strengthen defences in the APAC region and includes provisions for both CS_Falcon and FIREPOWER 2K SERIES. As part of our strategic initiative for FY2023, Cisco Systems has been engaged to address recent audit findings. Historical systems such as Old Endpoint Protection will be phased out in favour of newer solutions. Technical integration will be performed in Q3, with expected go-live by 2025-02-24.",346693.74,CANCELLED,2025-01-22,hard,,,,0,no_match
REQ85065,Wiz Inc,WIZ DEFND + CROWDSTRIKE FALCON,"This order is intended to strengthen defences in the EMEA region and includes provisions for both módulo de defensa en la nube and Wiz Cl0ud ™. Technical integration will be performed in Q4, with expected go-live by 2025-02-04. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. As part of our strategic initiative for FY2023, Wiz Inc has been engaged to address recent audit findings. Historical systems such as Palo Alto Networks FW-5000 will be phased out in favour of newer solutions.",270646.78,PENDING,2024-11-02,hard,4,Wiz Cloud,Wiz,100,exact
REQ18357,WWT,ZSCALER INTERNET ACCESS + WizCld ™ + WizDefnd ™ + Cisco Firepower 2000 Series ™,"Historical systems such as Old Endpoint Protection will be phased out in favour of newer solutions. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. Technical integration will be performed in Q4, with expected go-live by 2023-07-06. As part of our strategic initiative for FY2025, WWT has been engaged to address recent audit findings. This order is intended to strengthen defences in the Americas region and includes provisions for both zscaler internet access and WIZ DEFEND.",272875.93,DRAFT,2023-05-22,hard,3 | 5 | 7,Cisco Firepower 2000 Series | Wiz Defend | Zscaler Internet Access,Cisco | Wiz | Zscaler,100,exact
REQ70686,Microsoft Corp,W i z C l d + ZSCALER INTERNET ACCESS,"Technical integration will be performed in Q4, with expected go-live by 2025-02-05. Historical systems such as Old Endpoint Protection will be phased out in favour of newer solutions. As part of our strategic initiative for FY2023, Microsoft Corp has been engaged to address recent audit findings. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. This order is intended to strengthen defences in the APAC region and includes provisions for both wizcld and Wiz Defend ™.",338382.43,ORDERED,2025-12-25,hard,5 | 7,Wiz Defend | Zscaler Internet Access,Wiz | Zscaler,100,exact
REQ40715,Wiz Inc,W i z   C l o u d + CROWDSTRIKE FALCON + TaniumMgmt ™,"Technical integration will be performed in Q3, with expected go-live by 2024-01-22. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. Historical systems such as WizShield will be phased out in favour of newer solutions. This order is intended to strengthen defences in the APAC region and includes provisions for both cloud posture management and z$caler ia. As part of our strategic initiative for FY2023, Wiz Inc has been engaged to address recent audit findings.",272181.11,DRAFT,2023-10-14,hard,,,,0,no_match
REQ63511,Tanium Inc,WIZ DEFND + Cisco FP-2100 ™ + MS 365 E5,"As part of our strategic initiative for FY2025, Tanium Inc has been engaged to address recent audit findings. This order is intended to strengthen defences in the Americas region and includes provisions for both 云防御 and cisco fp-2100. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. Technical integration will be performed in Q3, with expected go-live by 2024-04-30. Historical systems such as WizShield will be phased out in favour of newer solutions.",78862.72,ORDERED,2024-01-12,hard,5 | 53 | 105,Wiz Defend | Wiz Edge | Wiz Code,Wiz,94,fuzzy
REQ98299,CC,Zscaler_Internet_Access + Wiz_Cloud,"This order is intended to strengthen defences in the EMEA region and includes provisions for both suscripción de cortafuegos en la nube and M I C R O S O F T 3 6 5 E5. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. As part of our strategic initiative for FY2025, WWT has been engaged to address recent audit findings. Historical systems such as WizShield will be phased out in favour of newer solutions. Technical integration will be performed in Q2, with expected go-live by 2025-08-06.",304459.88,DRAFT,2023-05-30,hard,4 | 7,Wiz Cloud | Zscaler Internet Access,Wiz | Zscaler,91,fuzzy
REQ75179,Wiz Inc,CROWDSTRIK FLACON + WizDefnd,"As part of our strategic initiative for FY2024, Wiz Inc has been engaged to address recent audit findings. Technical integration will be performed in Q1, with expected go-live by 2024-03-09. This order is intended to strengthen defences in the EMEA region and includes provisions for both endpoint threat detection and C1sc0 FP2K. Historical systems such as WizShield will be phased out in favour of newer solutions. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls.",235672.01,ORDERED,2024-10-17,hard,,,,0,no_match
REQ34123,WWT,crowdstrik flacon + Firepower_2K_series + WizDefnd ™,"Historical systems such as Legacy Firewall will be phased out in favour of newer solutions. This order is intended to strengthen defences in the APAC region and includes provisions for both CrowdStrike_EDR and M1cr0sft 365 E5. As part of our strategic initiative for FY2025, Zscaler Inc has been engaged to address recent audit findings. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. Technical integration will be performed in Q2, with expected go-live by 2023-10-26.",458865.2,DRAFT,2025-12-09,hard,,,,0,no_match
REQ47576,CrowdStrike Inc,m i c r o s o f t 3 6 5 e5 + taniummgmt + taniummgmt,"Technical integration will be performed in Q2, with expected go-live by 2023-05-20. This order is intended to strengthen defences in the EMEA region and includes provisions for both MICROSFT 365 E5 and Zscaler_IA. Historical systems such as Palo Alto Networks FW-5000 will be phased out in favour of newer solutions. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. As part of our strategic initiative for FY2023, CrowdStrike Inc has been engaged to address recent audit findings.",13485.59,ORDERED,2024-01-03,hard,,,,0,no_match
REQ20837,CrowdStrike Inc,Microsft_365_E5 + T a n i u m M g m t + C i s c o   F i r e p o w e r   2 0 0 0   S e r i e s,"This order is intended to strengthen defences in the EMEA region and includes provisions for both cloud productivity suite and wizcld. Historical systems such as Old Endpoint Protection will be phased out in favour of newer solutions. As part of our strategic initiative for FY2023, CrowdStrike Inc has been engaged to address recent audit findings. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. Technical integration will be performed in Q3, with expected go-live by 2024-12-26.",252429.9,ORDERED,2024-11-09,hard,,,,0,no_match
REQ80852,CrowdStrike Inc,W i z D e f n d + CROWDSTRIK FLACON + Tanium,"As part of our strategic initiative for FY2023, CrowdStrike Inc has been engaged to address recent audit findings. Technical integration will be performed in Q4, with expected go-live by 2024-07-09. Historical systems such as Old Endpoint Protection will be phased out in favour of newer solutions. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. This order is intended to strengthen defences in the EMEA region and includes provisions for both 云防御 and O365 E5.",169206.27,PENDING,2023-06-10,hard,,,,0,no_match
REQ42302,Tanium Inc,wizdefnd + Zsc@ler IA,"Historical systems such as Palo Alto Networks FW-5000 will be phased out in favour of newer solutions. This order is intended to strengthen defences in the EMEA region and includes provisions for both 云防御 and Tanium_Endpoint. As part of our strategic initiative for FY2023, Zscaler Inc has been engaged to address recent audit findings. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. Technical integration will be performed in Q1, with expected go-live by 2024-11-28.",357988.72,DRAFT,2024-07-02,hard,5,Wiz Defend,Wiz,88,fuzzy
REQ88240,CrowdStrike Inc,Cr0wdStr1ke F@lc0n + cisco fp2k,"This order is intended to strengthen defences in the Americas region and includes provisions for both cs falcon and O365_E5. Historical systems such as Palo Alto Networks FW-5000 will be phased out in favour of newer solutions. As part of our strategic initiative for FY2024, CC has been engaged to address recent audit findings. Technical integration will be performed in Q3, with expected go-live by 2023-08-07. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls.",301031.68,CANCELLED,2025-02-27,hard,45,CrowdStrike Falcon Complete,CrowdStrike,85,fuzzy
REQ27758,Tanium Inc,M i c r o s f t   3 6 5   E 5 + wiz cloud + wizdefnd + CS_Falcon,"Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. As part of our strategic initiative for FY2025, Tanium Inc has been engaged to address recent audit findings. Historical systems such as Legacy Firewall will be phased out in favour of newer solutions. Technical integration will be performed in Q2, with expected go-live by 2025-12-03. This order is intended to strengthen defences in the APAC region and includes provisions for both cloud productivity suite and Cisco_FP-2100.",155805.71,ORDERED,2024-11-11,hard,4,Wiz Cloud,Wiz,100,exact
REQ81516,CC,Zscaler_IA + CROWDSTRIKE EDR + Wiz_Cloud,"This order is intended to strengthen defences in the APAC region and includes provisions for both 云防火墙 and cisco fp-2100. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. As part of our strategic initiative for FY2024, CC has been engaged to address recent audit findings. Historical systems such as WizShield will be phased out in favour of newer solutions. Technical integration will be performed in Q2, with expected go-live by 2024-09-07.",94063.97,DRAFT,2025-08-03,hard,4,Wiz Cloud,Wiz,88,fuzzy
REQ96193,Wiz Inc,TANIUM ENDPOINT + WIZCLD + MS 365 E5,"Historical systems such as Legacy Firewall will be phased out in favour of newer solutions. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. This order is intended to strengthen defences in the APAC region and includes provisions for both Tanium Endpoint ™ and Zscaler Internet Access ™. As part of our strategic initiative for FY2024, Wiz Inc has been engaged to address recent audit findings. Technical integration will be performed in Q4, with expected go-live by 2023-10-13.",334023.47,PENDING,2023-04-01,hard,7,Zscaler Internet Access,Zscaler,100,exact
REQ21253,CC,WIZ DEFND + WIZ CL0UD + Zscaler_Internet_Access,"Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. Historical systems such as Legacy Firewall will be phased out in favour of newer solutions. This order is intended to strengthen defences in the APAC region and includes provisions for both 云防御 and crowdstrik flacon. As part of our strategic initiative for FY2023, CC has been engaged to address recent audit findings. Technical integration will be performed in Q1, with expected go-live by 2024-06-13.",62454.32,PENDING,2024-12-14,hard,4,Wiz Cloud,Wiz,100,exact
REQ92543,Zscaler Inc,Cisco_Firepower_2000_Series + Microsoft E5 ™ + Zscaler Internet Access ™ + Crowdstrik_Flacon,"Historical systems such as Palo Alto Networks FW-5000 will be phased out in favour of newer solutions. As part of our strategic initiative for FY2024, Zscaler Inc has been engaged to address recent audit findings. This order is intended to strengthen defences in the EMEA region and includes provisions for both 防火墙设备 and W i z D e f n d. Technical integration will be performed in Q4, with expected go-live by 2023-07-19. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls.",96303.63,ORDERED,2025-03-21,hard,7,Zscaler Internet Access,Zscaler,100,exact
REQ55603,Wiz Inc,O365 E5 + W i z C l d + TaniumMgmt ™,"As part of our strategic initiative for FY2024, Wiz Inc has been engaged to address recent audit findings. This order is intended to strengthen defences in the Americas region and includes provisions for both MICROSOFT E5 and CISCO FIREPOWER 2000 SERIES. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. Technical integration will be performed in Q1, with expected go-live by 2024-03-15. Historical systems such as Palo Alto Networks FW-5000 will be phased out in favour of newer solutions.",179232.54,ORDERED,2023-12-20,hard,3,Cisco Firepower 2000 Series,Cisco,100,exact
REQ69113,Zscaler Inc,ZSCALER INTERNET ACCESS + wizcld + wiz defend,"As part of our strategic initiative for FY2024, Tanium Inc has been engaged to address recent audit findings. Historical systems such as Old Endpoint Protection will be phased out in favour of newer solutions. Technical integration will be performed in Q1, with expected go-live by 2024-05-03. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. This order is intended to strengthen defences in the EMEA region and includes provisions for both Zscaler IA ™ and CISCO FP-2100.",311607.94,CANCELLED,2023-01-20,hard,5 | 7,Wiz Defend | Zscaler Internet Access,Wiz | Zscaler,100,exact
REQ24838,Cisco Systems,W i z C l d + CS F@lc0n,"As part of our strategic initiative for FY2024, Cisco Systems has been engaged to address recent audit findings. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. Historical systems such as Palo Alto Networks FW-5000 will be phased out in favour of newer solutions. Technical integration will be performed in Q4, with expected go-live by 2025-05-01. This order is intended to strengthen defences in the APAC region and includes provisions for both gestión de postura en la nube and Z s c a l e r   I n t e r n e t   A c c e s s.",288493.46,CANCELLED,2025-01-21,hard,,,,0,no_match
REQ37124,Microsoft Corp,W1z Defend + Microsft 365 E5 ™ + Wiz Cl0ud ™,"This order is intended to strengthen defences in the Americas region and includes provisions for both cloud defense module and Cisco_FP2K. Historical systems such as Old Endpoint Protection will be phased out in favour of newer solutions. As part of our strategic initiative for FY2024, Microsoft Corp has been engaged to address recent audit findings. Technical integration will be performed in Q1, with expected go-live by 2024-05-21. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls.",403693.04,CANCELLED,2025-12-26,hard,4 | 5,Wiz Cloud | Wiz Defend,Wiz,100,exact
REQ59174,Cisco Systems,C1sc0 FP-2100 + Zscaler Internet Access ™ + CS F@lc0n,"Historical systems such as WizShield will be phased out in favour of newer solutions. This order is intended to strengthen defences in the Americas region and includes provisions for both network firewall appliance and Z s c a l e r   I A. As part of our strategic initiative for FY2024, Cisco Systems has been engaged to address recent audit findings. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. Technical integration will be performed in Q3, with expected go-live by 2025-11-19.",228735.9,DRAFT,2025-04-05,hard,7,Zscaler Internet Access,Zscaler,100,exact
REQ73614,Tanium Inc,W1zDefnd + MS 365 E5 + Tanium_Endpoint,"This order is intended to strengthen defences in the APAC region and includes provisions for both 云防御 and Z$caler IA ™. As part of our strategic initiative for FY2024, Tanium Inc has been engaged to address recent audit findings. Technical integration will be performed in Q1, with expected go-live by 2023-07-10. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. Historical systems such as Palo Alto Networks FW-5000 will be phased out in favour of newer solutions.",395210.31,DRAFT,2023-04-05,hard,5,Wiz Defend,Wiz,88,fuzzy
REQ10142,WWT,O 3 6 5   E 5 + CS Falcon ™ + W1z Cl0ud + Wiz Cl0ud ™,"Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. As part of our strategic initiative for FY2024, WWT has been engaged to address recent audit findings. Historical systems such as Old Endpoint Protection will be phased out in favour of newer solutions. Technical integration will be performed in Q4, with expected go-live by 2023-01-02. This order is intended to strengthen defences in the EMEA region and includes provisions for both Microsft 365 E5 ™ and W1zDefnd.",110643.48,DRAFT,2023-09-29,hard,4,Wiz Cloud,Wiz,100,exact
